1530405633.000000, 1530405633.000000, 1530405633.000000
32.000000, 32.000000, 32.000000
-34,17,52
-34,17,52
-35,17,52
-33,17,52
-34,18,52
-35,17,52
-35,17,52
-35,17,52
-35,17,52
-35,17,52
-35,17,52
-36,17,52
-35,17,52
-35,17,52
-34,17,52
-34,17,52
-34,17,52
-34,17,52
-34,18,52
-33,18,52
-33,18,52
-34,18,52
-34,18,52
-34,18,52
-34,18,52
-34,18,52
-34,18,52
-34,18,52
-32,18,52
-33,18,52
-34,18,52
-34,18,52
-35,17,52
-35,18,52
-35,18,52
-35,18,52
-35,18,51
-36,18,51
-35,18,51
-35,17,51
-35,16,51
-35,16,52
-36,16,52
-35,16,52
-35,16,52
-36,16,52
-36,16,51
-37,16,51
-36,16,51
-36,17,51
-36,17,51
-36,17,52
-36,17,51
-37,17,51
-36,16,51
-36,16,51
-36,16,51
-36,16,52
-36,17,52
-35,17,52
-35,17,52
-35,17,52
-35,17,52
-37,18,51
-39,17,50
-40,16,50
-37,16,51
-31,17,52
-31,17,53
-37,22,58
-37,24,58
-38,24,49
-32,22,46
-46,10,43
-34,15,54
-38,7,45
-34,3,43
-34,-1,34
-3,17,43
-16,27,71
-58,13,57
-64,11,46
-55,16,41
-71,23,36
-75,22,32
-50,22,35
-39,19,40
-34,19,39
-44,16,23
-42,17,19
-45,17,16
-53,19,14
-59,21,13
-91,25,0
-72,39,28
-67,39,39
-55,35,44
-46,31,34
-46,30,29
-52,30,23
-57,30,20
-60,30,17
-57,29,16
-57,28,16
-56,27,16
-55,28,18
-56,28,20
-57,27,21
-57,27,23
-56,28,23
-55,28,23
-55,28,22
-56,29,21
-56,30,19
-56,30,19
-56,30,18
-57,30,19
-57,29,19
-57,29,19
-58,29,20
-57,28,21
-56,28,21
-56,27,21
-56,27,20
-56,27,20
-56,27,20
-56,28,20
-56,28,21
-56,29,21
-56,29,21
-56,28,21
-57,28,21
-56,29,22
-56,30,22
-55,30,21
-55,30,20
-55,29,19
-56,29,19
-56,28,19
-56,28,19
-56,28,20
-56,29,20
-56,30,21
-56,30,22
-56,30,22
-55,29,22
-55,29,22
-55,29,22
-55,28,21
-55,28,21
-55,29,21
-55,29,21
-55,30,21
-55,30,21
-55,30,21
-55,30,22
-55,30,22
-55,29,22
-55,29,21
-55,29,22
-55,29,22
-55,29,21
-55,29,22
-55,29,22
-56,29,22
-56,29,21
-55,29,21
-56,28,21
-56,28,21
-56,29,21
-55,29,21
-55,29,21
-56,29,21
-56,29,21
-56,29,21
-56,29,21
-56,29,22
-56,29,21
-56,29,21
-56,29,21
-56,30,22
-56,30,22
-57,29,23
-56,28,20
-56,28,20
-55,28,20
-54,28,20
-56,28,20
-56,28,19
-56,28,19
-56,28,20
-56,28,22
-57,28,24
-58,27,23
-56,27,23
-56,26,22
-55,26,22
-54,27,23
-57,27,22
-56,26,23
-55,27,23
-55,27,23
-56,28,24
-55,27,24
-55,27,23
-56,27,23
-55,27,24
-55,27,23
-55,27,23
-55,27,23
-56,28,23
-56,27,24
-55,27,24
-55,27,24
-55,27,25
-55,27,25
-56,27,23
-56,27,22
-55,28,22
-56,28,22
-56,28,23
-56,28,23
-55,27,23
-55,28,23
-56,28,23
-56,27,23
-56,27,23
-55,27,23
-55,27,23
-55,28,23
-56,27,23
-56,27,23
-56,27,24
-56,27,24
-56,27,24
-56,27,23
-55,27,23
-55,27,23
-54,27,21
-55,28,22
-58,29,25
-57,28,25
-56,28,24
-55,27,23
-55,28,22
-55,28,22
-55,28,22
-56,27,22
-56,27,23
-56,27,24
-56,27,24
-56,27,23
-56,27,23
-56,27,23
-55,28,23
-55,27,22
-56,28,23
-56,27,22
-56,28,22
-56,27,22
-55,28,22
-55,28,22
-55,29,23
-56,28,23
-56,28,22
-55,28,23
-56,28,24
-56,29,25
-56,28,24
-55,28,23
-55,28,22
-55,28,21
-55,28,21
-55,28,22
-55,28,22
-56,28,23
-56,28,23
-56,28,23
-55,28,23
-55,28,22
-55,28,22
-55,29,22
-55,28,22
-55,28,22
-55,28,22
-55,28,22
-56,28,22
-56,28,22
-56,29,22
-55,28,22
