2018-07-01,18:00:38.402
2018-07-01,17:57:15.340
2018-07-01,17:54:52.692
2018-07-01,17:51:52.433
2018-07-01,17:48:04.558
2018-07-01,17:47:50.135
2018-07-01,17:42:49.912
2018-07-01,17:39:50.589
2018-07-01,17:39:40.319
2018-07-01,17:35:41.418
