2018-06-28 17:01:28.690,0,"postmed E"
2018-06-28 16:58:28.199,0,"postmed S"
2018-06-28 16:57:54.920,0,"shower E"
2018-06-28 16:57:20.914,0,"shower M"
2018-06-28 16:57:20.448,0,"shower S"
2018-06-28 16:54:44.279,0,"prep E"
2018-06-28 16:52:04.953,0,"prep S"
2018-06-28 16:47:22.415,0,"premed E"
2018-06-28 16:44:20.072,0,"premed S"
2018-06-28 16:42:36.753,0,"expt S"
