2018-06-30 18:11:42.140 1," "
2018-06-30 18:09:35.712 1," "
2018-06-30 18:06:45.565 1," "
2018-06-30 18:06:19.695 1," "
2018-06-30 18:03:22.382 1," "
2018-06-30 18:00:20.327 1," "
2018-06-30 17:55:19.435 1," "
2018-06-30 17:55:08.551 1," "
2018-06-30 17:48:10.930 1," "
2018-06-30 17:45:10.549 1," "
2018-06-30 17:41:16.162 1," "
