2018-06-30,18:11:42.140
2018-06-30,18:09:35.712
2018-06-30,18:06:45.565
2018-06-30,18:06:19.695
2018-06-30,18:03:22.282
2018-06-30,18:00:20.327
2018-06-30,17:55:19.435
2018-06-30,17:55:08.551
2018-06-30,17:48:10.930
2018-06-30,17:45:10.549
2018-06-30,17:41:16.162
